source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status	translator
en	pt	HP:0004243	rdfs:label	Abnormality of the scaphoid	Anomalia do osso escafoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004248	rdfs:label	Abnormality of the lunate bone	Anomalia do osso semilunar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004252	rdfs:label	Abnormality of the trapezium	Anomalia do osso trapézio	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004256	rdfs:label	Abnormality of the trapezoid bone	Anomalia do osso trapezoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004259	rdfs:label	Abnormality of the hamate bone	Anomalia do osso hamato	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004262	rdfs:label	Abnormality of the capitate bone	Anomalia do osso capitato	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004313	rdfs:label	Decreased circulating antibody level	Diminuição do nível de anticorpos circulantes	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004315	rdfs:label	Decreased circulating IgG level	Diminuição do nível de IgG circulante	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004319	rdfs:label	Decreased circulating aldosterone level	Diminuição do nível de aldosterona circulante	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004342	rdfs:label	Abnormality of galactoside metabolism	Anomalia do metabolismo de galactosídeos	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004366	rdfs:label	Abnormality of glycolysis	Anomalia da glicólise	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0006097	rdfs:label	3-4 finger syndactyly	Sindactília de 3º e 4º dedos da mão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0007115	rdfs:label	Orbital encephalocele	Encefalocele orbital	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007330	rdfs:label	Frontal encephalocele	Encefalocele frontal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007350	rdfs:label	Hyperreflexia in upper limbs	Hiperreflexia em membros superiores	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007543	rdfs:label	Epidermal hyperkeratosis	Hiperceratose epidérmica	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007592	rdfs:label	Aplasia/Hypoplastia of the eccrine sweat glands	Aplasia/Hipoplasia das glândulas sudoríparas écrinas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0009062	rdfs:label	Infantile axial hypotonia	Hipotonia axial infantil	OFFICIAL	orcid:0000-0001-8149-365X
en	pt	HP:0009193	rdfs:label	Pseudoepiphyses of the metacarpals	Pseudoepifises dos metacarpos	OFFICIAL	orcid:0000-0001-8149-365X
en	pt	HP:0009591	rdfs:label	Abnormality of the vestibulocochlear nerve	Anomalia do nervo vestibulococlear	OFFICIAL	orcid:0009-0001-0105-7733
en	pt	HP:0009723	rdfs:label	Abnormality of the subungual region	Anomalia da região subungueal	OFFICIAL	orcid:0009-0001-0105-7733
en	pt	HP:0010222	rdfs:label	Abnormality of the epiphysis of the 3rd metacarpal	Anomalia da epífise do 3º metacarpo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010224	rdfs:label	Abnormality of the epiphysis of the 4th metacarpal	Anomalia da epífise do 4º metacarpo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010226	rdfs:label	Abnormality of the epiphysis of the 5th metacarpal	Anomalia da epífise do 5º metacarpo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010444	rdfs:label	Pulmonary insufficiency	Insuficiência da valva pulmonar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010662	rdfs:label	Abnormality of the diencephalon	Anomalia do diencéfalo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010701	rdfs:label	Abnormal immunoglobulin level	Nível anormal de imunoglobulina	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010702	rdfs:label	Increased circulating antibody level	Aumento do nível de anticorpos circulantes	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010704	rdfs:label	1-2 finger syndactyly	Sindactilia entre primeiro e o segundo quirodáctilos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010705	rdfs:label	4-5 finger syndactyly	Sindactilia entre o quarto e o quinto quirodáctilos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010706	rdfs:label	1-3 finger syndactyly	Sindactilia do o primeiro ao terceiro quirodáctilos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010707	rdfs:label	1-4 finger syndactyly	Sindactilia do primeiro ao quarto quirodáctilos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010708	rdfs:label	1-5 finger syndactyly	Sindactilia do primeiro ao quinto quirodáctilos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010709	rdfs:label	2-4 finger syndactyly	Sindactilia do segundo ao quarto quirodáctilos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0030365	rdfs:label	Vaginal birth after Caesarian	Parto vaginal após cesariana	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030995	rdfs:label	Peritoneal effusion	Efusão peritoneal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0034286	rdfs:label	Pneumocystis carinii pneumonia	Pneumonia por Pneumocystis carinii	OFFICIAL	orcid:0009-0005-0193-5224
